Hate_ID,Counter_ID,category
572362946531106819,572363670585405442,sexism
575952690863214592,575952903220826113,sexism
572348008882302976,572348687655026688,none
572335873158619136,573055898479960064,none
572335873158619136,572362702376476672,none
572335873158619136,572337711480098817,none
572335873158619136,572337592349298688,none
572335873158619136,572337430142959616,none
572335873158619136,572336475070545920,none
572335873158619136,572336253057679360,none
572347569520578560,572347816267235328,none
572346959916220416,572404516789886977,none
572346959916220416,572357783959429120,none
572346065589944321,572356527182364672,none
572346065589944321,572354747778248704,none
572334503579951105,572432249028661248,none
572334503579951105,572387915814203392,none
572334503579951105,572368789460762626,none
572334503579951105,572359747153747968,none
572334503579951105,572359083484823552,none
572334503579951105,572351615572656130,none
572334503579951105,572351480071499776,none
572334503579951105,572350753899089920,none
572334503579951105,572343826095857664,none
572334503579951105,572339543002632192,none
572334503579951105,572337492973645825,none
572334503579951105,572337041750433792,none
572334503579951105,572336974322802688,none
572334503579951105,572335380264927232,none
572334503579951105,572334997937389570,none
572334503579951105,572334968350769152,none
572334503579951105,572334967574810624,none
572334503579951105,572334916580425729,none
572334503579951105,572334881235079169,none
572334503579951105,572334856253800450,none
572334503579951105,572334700070506496,none
572345254256373761,572347172353540096,none
572344284470382592,572345632423211008,none
572344284470382592,572344917088837632,none
572343302776877056,572343660357947392,none
572342982197706752,572343277510262784,none
572342372417208320,572351553232773121,none
572342372417208320,572344130610716672,none
572342372417208320,572342936169365504,none
572315958909382657,572321008427769856,none
572315958909382657,572317379906031616,none
572328650097364992,572336273307791360,none
572328650097364992,572331304143872001,none
572328650097364992,572331164200910848,none
572328650097364992,572329394254950401,none
572328650097364992,572329201086291968,none
572328650097364992,572329067946516480,none
572334924520280064,572336323660406785,none
572341677949501441,572342128812015616,none
572335409255981056,572336038821044224,none
572327541588946944,572327831633444864,none
572341016407109632,572341237501435904,none
572331914226343937,572365498714734592,none
572331914226343937,572337196956446722,none
572331914226343937,572335428868562944,none
572331914226343937,572333810081116160,none
572331914226343937,572333273625456641,none
572331914226343937,572332875120443392,none
572331914226343937,572332685885980672,none
572339644492214272,572341124569948160,none
570863414760706048,570864449046720512,none
570863414760706048,570863608281702400,none
572335463609978881,573413658526511104,none
572335463609978881,573411402343292928,none
572338900619796480,573106260826034177,none
572338900619796480,572559999748067329,none
572338900619796480,572500468791832576,none
572338900619796480,572360432930848768,none
572331115530203138,572379393940725760,none
572331115530203138,572378915823603712,none
572331115530203138,572363061878788096,none
572331115530203138,572362787541942272,none
572331115530203138,572359100580945920,none
572331115530203138,572357311001468928,none
572331115530203138,572357153081704448,none
572331115530203138,572336863316475904,none
572331115530203138,572335072453505024,none
572331115530203138,572332441962074112,none
572331115530203138,572332216677625856,none
572331115530203138,572332202513465344,none
572331115530203138,572331526584586241,none
572331115530203138,572331283742769153,none
572338554686214144,572360603097944064,none
572338554686214144,572356003267674112,none
572332126206500864,572332974496075776,none
572332126206500864,572332391726858240,none
572335490885529600,572337353475289088,none
572334364534546433,572346185622560769,none
572334364534546433,572339425197232128,none
572322208518823936,572324838150307840,none
572322208518823936,572323405669670912,none
572338221293547520,573063013642608640,none
572338221293547520,572338305221730304,none
572335579821576193,572341206752993281,none
572335579821576193,572341064016658432,none
572335579821576193,572341012456071168,none
572335579821576193,572339318779334656,none
572326130708946944,572330406743187456,none
572337666399723521,572337747928600576,none
572336518422908929,572358349582286848,none
572335809145262080,572340171657506818,none
572327831411138561,572328253987287040,none
572337106724380672,572339859521585153,none
572337106724380672,572338907708190720,none
572337106724380672,572337496127754241,none
572337062214422530,572337747312050176,none
572336634068271105,572337256049979394,none
572335754321399808,572336165753245696,none
588296672226058240,588296868603375617,none
572336277011374080,572338325740101633,none
572342652907044864,572344533989515264,sexism
572342652907044864,572344533989515264,none
572342652907044864,572342865210155010,sexism
572342652907044864,572342865210155010,none
572342362757709824,572342744645050368,none
572341118118936577,573436433811120128,sexism
572341118118936577,573436433811120128,none
572341118118936577,572341469047996416,sexism
572341118118936577,572341469047996416,none
572339639240929281,572356616781082624,sexism
572339639240929281,572356616781082624,none
572339639240929281,572355667261980673,sexism
572339639240929281,572355667261980673,none
572337509159452672,572338230231617536,sexism
572337509159452672,572338230231617536,none
572336970979885056,572356916262805504,sexism
572336970979885056,572356916262805504,none
572336799340630016,572338771967930368,sexism
572336799340630016,572338771967930368,none
572336657384407040,572357039185268736,sexism
572336657384407040,572357039185268736,none
572336179250515968,572336180131463169,none
572335887364849664,572336278298992641,none
572335882390224896,572336879128879104,none
572335860714090496,572338526886363136,none
572335860009418752,572693718953676800,none
572335696641335296,572336667853369344,none
572335696641335296,572336271466491904,none
572335641574305792,572345490727157760,none
572335641574305792,572340151101222913,none
572335626080559105,572339733105229824,none
572335568027197441,572365147169148928,none
572335560838131715,572336105921490944,none
572335285905715200,572350272313282560,none
572335285905715200,572336338973798400,none
572335276661460992,572336432934596608,none
572335026970312704,572336105757941760,none
572334969277714433,572335228498391040,none
572334667078107136,572335059539140609,none
572334647486464001,572334793439879168,none
572334564099563520,572336469425061888,none
572334247253442560,572336336557850624,none
572334046199455745,572339366577627137,none
572334046199455745,572338718201131010,none
572334046199455745,572338568133132292,none
572334046199455745,572334709272805378,none
572334046199455745,572334562677682176,none
572334046199455745,572334230811770881,none
572333910576635904,572339490833879040,none
572333910576635904,572337127033200640,none
572333910576635904,572334401926799360,none
572333704070098944,572334279612448769,none
572333659564322816,572334088427683840,none
572333446338461697,572336390303686656,none
572333446338461697,572333819715461121,none
572333125935607808,572333410087145472,none
572332864328486912,572333369763086336,none
572332702315094016,572333758847688704,none
572332561587810304,572332969320316928,none
572332446781333504,572333938896592897,none
572332446781333504,572333668447866880,none
572332446781333504,572333618304974848,none
572332446781333504,572333285243678720,none
572332446781333504,572333270253228032,none
572332446781333504,572333162589601793,none
572332446781333504,572333035082788866,none
572332446781333504,572332976349949952,none
572332446781333504,572332896075161601,none
572332446781333504,572332867864297472,none
572332446781333504,572332690126479361,none
572332446781333504,572332592172670976,none
572332234138501122,572333106411118592,none
572332234138501122,572332443975356417,none
572332222138593281,572332667468836864,none
572332149241614336,572332592604696576,none
572332149241614336,572332484915957760,none
572331776879689728,572333959150878720,none
572331702980239360,572333870294515712,none
572331686387568640,572344910075969536,none
572331686387568640,572342323163484160,none
572331686387568640,572339511121715201,none
572331686387568640,572336741123694592,none
572331686387568640,572335490508050432,none
572331686387568640,572335055500017664,none
572331686387568640,572334703270739968,none
572331686387568640,572333797523394560,none
572331677336264706,572331822115233792,none
572331662324842497,572332047068348417,none
572331662324842497,572331836111630336,none
572331391406370818,572332960562618368,none
572331370296442880,572331807305150464,none
572331199084941312,572337003510943744,none
572331199084941312,572335951839535104,none
572331199084941312,572333920970153984,none
572330833073201153,572332825388584960,none
572330833073201153,572332783697203200,none
572330833073201153,572331679081103360,none
572330833073201153,572331246606401536,none
572330833073201153,572331204873084928,none
572330833073201153,572331125806243840,none
572330833073201153,572331064292589569,none
572330833073201153,572331026980061186,none
572330833073201153,572330977810255873,none
572330751917604864,572331661800546304,none
572330512737415169,572331082219065346,none
572330258080251905,572330536686915584,none
572330239902162946,572331241271246848,none
572330213188771840,572330678190096384,none
572329943482310656,572330235879809024,none
572329863836667904,572348177547857921,none
572329863836667904,572337665049141248,none
572329863836667904,572330257295908866,none
572329863836667904,572329928512831490,none
572329802062938112,572330496820035584,none
572329725365895168,572330044762161152,none
572329659355930624,572330615720173569,none
572329556842971136,572330304272130048,none
572329496252170240,572330528776454144,none
572329048573001728,572499886152654848,none
572329048573001728,572333431272562688,none
572329040779997185,572330629980798976,none
572329040779997185,572329703236759553,none
572328895711612928,572340340784439296,none
572328895711612928,572339896607633408,none
572328494195081216,572328943937703936,none
572328375735349248,572328887528501248,none
572328366562414593,572328676173348867,none
572328307854729218,572331961680732160,none
572328307854729218,572328698268934144,none
572327776314900480,572328269707517952,none
572327664561725440,572328022046478336,none
572327623788920833,572327907768451073,none
572326986766393345,572519923722932224,none
572326986766393345,572364760739545088,none
572326986766393345,572333879597518848,none
572326986766393345,572333161595596800,none
572326986766393345,572333112283144192,none
572326986766393345,572331448818016257,none
572326986766393345,572331040045330432,none
572326986766393345,572330932033605632,none
572326986766393345,572330870700290048,none
572326986766393345,572328993065603072,none
572326986766393345,572328955677573120,none
572326986766393345,572328128258838528,none
572326986766393345,572327532776693760,none
572326986766393345,572327451520466945,none
572326986766393345,572327412995784704,none
572326986766393345,572327395912392704,none
572326986766393345,572327310268866561,none
572326986766393345,572327219172802560,none
572326888577753088,572329686614724608,none
572326872593248258,572327829540483072,none
572326872593248258,572327198478098432,none
572326846005526528,572327705078730752,none
572326825638035457,572330290695176192,none
572326825638035457,572329746626838528,none
572326825638035457,572329191988838400,none
572326825638035457,572327566373089281,none
572326743232671744,572328430915608576,none
572326743232671744,572327959517794304,none
572326743232671744,572327343919796224,none
572326743232671744,572326913995354113,none
572326676140441600,572326871943127040,none
572326437656477696,572327369140133888,none
572326419646136321,572326685615386624,none
572362631689846785,572363605049401344,none
572358265582972928,572358723311546369,none
572357749704531969,572358234620612609,none
572356767750889473,572357008067723264,none
572354293451243520,572357131648679936,none
572351054303649792,572351992061804544,none
572350607396192256,572351887883702272,none
572350559757287425,572586961233293312,none
572350464471113728,572352404743589888,none
572350193540063233,572358500166156289,none
572350193540063233,572357433063956481,none
572350193540063233,572356494529728512,none
572350193540063233,572353500727808000,none
572350193540063233,572352228033343488,none
572350126410244096,572586677182455808,none
572350126410244096,572586576670146560,none
572350126410244096,572585169535672320,none
572350024522182657,572350806223015937,none
572349247435120640,572350030088044544,none
572348901488902144,572354295821017088,none
572348471363018752,572353318699200512,none
575643501091651584,575647387537948672,none
575642793776783360,575653818832023552,none
575642793776783360,575651519543934977,none
575642793776783360,575643025222696960,none
575634944061394946,575638677243604992,none
575634944061394946,575636527406936065,none
575634944061394946,575636423052693504,none
575633147401928705,575848239825444864,none
575633147401928705,575634794299576320,none
575633147401928705,575634368598691841,none
575631108408115200,575632570232131584,none
575624636995665921,575631446582366208,none
575621582921555968,575628100291010560,none
575619818151239681,575620695092146176,none
575618867197841410,575618867197841410,none
575618727544119296,576300405413453824,none
575616685077590016,575617101727031297,none
575612158446333952,575625508093743106,none
575612158446333952,575621310945976320,none
575612158446333952,575619799750852608,none
575612158446333952,575619326230728704,none
575612158446333952,575618904753504256,none
575612158446333952,575618448178343936,none
575611877557829632,575613866752614400,none
575611785014722561,575629186531860481,none
575611785014722561,575618395200176129,none
575611785014722561,575613975536099330,none
575611721198366720,575616778887262208,none
575610971177287680,575929009910874112,none
575610971177287680,575612419499630594,none
575610971177287680,575612114254983169,none
575610971177287680,575611458806919168,none
575610325367554048,575610904902946817,none
575610313204109312,575622107398168578,none
575609185129230336,575611417220378624,none
575609185129230336,575609788945428480,none
575605781543960576,575610029757235200,none
575605781543960576,575609556950089728,none
575605781543960576,575607438461693952,none
575605162720415744,575606147106779136,none
575603999707041792,575608044102361089,none
575603738582253568,575644734963605504,none
575603180731568128,575603439591272449,none
575602402134380544,575602666757230592,none
575601581665599489,575601725626699777,none
575601551491796992,575611438061854720,none
575599875242393600,575601091682816000,none
575599727753891840,575601144132595713,none
575599657662967808,575602072772567040,none
575599165226385410,575746291050803200,none
575599165226385410,575601542021013504,none
575598427976822784,575598929200312321,none
575598252877201408,575620362265739265,none
575598227598229504,575642927613014016,none
575598227598229504,575601597301964800,none
575598119720652801,575608917813673984,none
575598119720652801,575603906421481473,none
575598119720652801,575600046340616192,none
575597856322531328,575599349977079808,none
575597809224699904,575643000337989632,none
575597749426499584,575614639096098816,none
575597749426499584,575598176578613249,none
575597198236323841,575597478705156096,none
575597186173571072,575598575335288832,none
575597169203286016,575599911674060800,none
575597162781786112,575598104193294336,none
575597012982235138,575710334054363136,none
575597012982235138,575637844514865152,none
575597012982235138,575598235470860291,none
575597012982235138,575598230504800258,none
575597012982235138,575597282273288193,none
575596970695241729,575605464622219264,none
575596950566785024,575660341599674368,none
575596950566785024,575633891593097216,none
575596950566785024,575621193698447360,none
575596950566785024,575612919364243456,none
575596950566785024,575610817615265792,none
575596950566785024,575609658267865088,none
575596950566785024,575607520934256641,none
575596950566785024,575603962109263872,none
575596950566785024,575603719829479424,none
575596950566785024,575601634002210817,none
575596950566785024,575599419929702400,none
575596950566785024,575599010326544384,none
575596950566785024,575597999637708800,none
575596950566785024,575597955656241152,none
575596950566785024,575597659504779264,none
575596933995061248,575597747635548160,none
575596922020327424,575615386676150273,none
575596922020327424,575597248588836864,none
575596922020327424,575597110491357184,none
575596840449523713,575599695822614528,none
575596787962015744,575600618829660160,none
575596763270115330,575597130095554561,none
575596755728797696,575606840538460160,none
575596755728797696,575602710814289921,none
575596755728797696,575600242709520384,none
575596755728797696,575599559109312513,none
575596674560606209,575627730059988992,none
575596641497038848,575598343189102592,none
575596582114103296,575611480265003008,none
575596560572010496,575609396232724480,none
575596484491485185,575605745359552512,none
575596484491485185,575597498741358593,none
575596331009380353,575599648523464704,none
575596323610583041,575605371865145344,none
575596323610583041,575601549851762690,none
575596242266275840,575602899394240513,none
575596242266275840,575602408681705473,none
575596242266275840,575602100521996288,none
575596242266275840,575601643833589761,none
575596242266275840,575596456058318848,none
575596196556857344,575596196556857344,none
575595791462440960,575596251871236098,none
576159320406118400,576173010605854720,none
576159320406118400,576170651079168001,none
576148274094166016,576149388239613952,none
576125745824686080,576285614963707904,none
576125745824686080,576266505001807872,none
576125745824686080,576174394252226560,none
575997242038882305,578880794816466944,none
575997242038882305,576149323068518400,none
575997242038882305,576041840975093760,none
575997242038882305,576023557039239169,none
575997242038882305,576017165964296192,none
575997242038882305,576005267776634880,none
575997242038882305,576002266437533696,none
575997242038882305,576000551617310720,none
575997242038882305,575999151671889920,none
575995777417277440,576008081936687104,none
575992287039098880,576004801097412608,none
575992287039098880,575993689069096960,none
575981823005577216,575983783045804032,none
575980824891428866,575983722937225216,none
575980824891428866,575981873865760769,none
575978137592320000,575978668679266306,none
575978137592320000,575978360079187968,none
575970604664418304,575991226438000640,none
575970604664418304,575971340781391872,none
575970604664418304,575971284787408896,none
575970245229219840,575971765966401536,none
575970245229219840,575971427590877184,none
575969745331077120,575980372078415872,none
575969498445922305,575972825028165632,none
575968199021178880,575968199021178880,none
575964548705886208,575974125983821824,none
575964548705886208,575972810461306880,none
575964548705886208,575967169764184064,none
575964214348529664,575966985009250305,none
575962469736140800,575962990433845249,none
575962393789890560,575964595623333890,none
575962107025346560,575972536023830528,none
575962107025346560,575963781441794048,none
575961939076984832,575963960882515968,none
575961939076984832,575963214430674944,none
575961895246688256,575973226528006144,none
575961503158837248,575962889783099392,none
575960626461200384,575961356844732418,none
575960003355537409,576214534571995139,none
575959866348441601,575960195886514176,none
575959833867767809,575960119722143745,none
575959780847570944,575960281760669696,none
575959780847570944,575960133240389633,none
575959769405464576,575961558141923328,none
575959769405464576,575960752151994368,none
575959769405464576,575960088554434561,none
575959657270808577,575960104232570881,none
575959625834561536,576904619688747009,none
575959625834561536,576704735392112640,none
575959625834561536,576586490593091584,none
575959625834561536,576262203508068353,none
575959625834561536,576164434080460800,none
575959625834561536,575996046049832960,none
575959625834561536,575992486864154624,none
575959625834561536,575990272359690241,none
575959625834561536,575969335140712448,none
575959625834561536,575966588404310017,none
575959625834561536,575966249219309568,none
575959625834561536,575965666865324032,none
575959625834561536,575963478164262912,none
575959625834561536,575962467425128448,none
575959625834561536,575962314291040257,none
575959625834561536,575962100561907713,none
575959625834561536,575960945022750720,none
575959625834561536,575960866677358592,none
575959625834561536,575960155814154241,none
575959625834561536,575959841308418048,none
575959527675142145,575959959336198144,none
575959393444835328,575960868808060928,none
575959393444835328,575960564700053504,none
575959393444835328,575959832345190400,none
575958842304958464,575959225261654018,none
575958361696550912,575973204449042433,none
575958361696550912,575958719256600576,none
575958066132209664,575958580379029504,none
575958066132209664,575958544245252097,none
575958066132209664,575958416616722432,none
575957863148888065,575958219396227072,none
575957742487105536,575958591024148481,none
575957740729671680,575958608615075841,none
575957687705341952,575958364837912576,none
575957687705341952,575957838750556160,none
575957682105905152,575958532018741249,none
575957266475708416,575960150135046144,none
575957228181557249,575961071141449728,none
575957228181557249,575960253176487937,none
575957228181557249,575959671619596289,none
575957228181557249,575959225802694656,none
575957228181557249,575957957872984065,none
575957136972197889,575958176798887936,none
575957136972197889,575957456888582144,none
575957039106531329,575963576487153664,none
575957039106531329,575959206626357248,none
575957002431508480,575959057107791873,none
575957002431508480,575958528919089152,none
575956940339052544,575957223358226432,none
575956588332077056,575956891609604098,none
575956381695549440,575956713502744576,none
575956381695549440,575956593700904960,none
575956358584872960,575957886750171137,none
575956358584872960,575957560781479936,none
575956358584872960,575956715230765056,none
575956263281913857,575958315668271104,none
575956263281913857,575957758500999168,none
575956161670873088,575956430492028928,none
575956099586719744,575958623932715008,none
575955833046978561,575956187830603777,none
575955392393392128,575956150815887361,none
575955392393392128,575955969529622528,none
575955344586739713,575961120466464768,none
575955344586739713,575956563032051714,none
575955344586739713,575955618323767296,none
575955262273527808,575957186829885440,none
575955048158597120,575955566549405696,none
575954958127747072,575955593434832897,none
575954958127747072,575955218195619840,none
575954844164304897,575955865057939456,none
575954844164304897,575955462270558209,none
575954690367692800,575955156799332352,none
575954671732281344,575972970222493696,none
575954388092481537,575954490139877377,none
575952036442697728,575952618192642048,none
575951924563845121,575980498004000768,none
575951641020608512,575952158249521152,none
575951449814859776,575952232027267073,none
575951118611566592,576159643975737344,none
575951118611566592,575971879430688769,none
575951118611566592,575951383532195840,none
575950832933302273,575951712197812224,none
575950832933302273,575951140069715968,none
575950832933302273,575951025091149824,none
575950573209407488,575952162330542082,none
575950570596364289,575951799309332480,none
575950570596364289,575950927246413824,none
575950489499631616,575955535213678593,none
575950489499631616,575953033374236674,none
575950039220031488,575952163517505536,none
575950039220031488,575951741780283392,none
575949987516850176,575953052894568449,none
575949842586820609,575953664260575234,none
575949842586820609,575951703058546688,none
575949526537801728,575952143456210944,none
575949526537801728,575952113001353216,none
575949526537801728,575951847539675136,none
575949118230523904,575949955069673472,none
575949094478200832,575950638372167680,none
575949094478200832,575949392781295620,none
575948991638142977,575952176654127104,none
575948991638142977,575951841218797568,none
575948991638142977,575950765933490176,none
575948991638142977,575949713075138561,none
575948991638142977,575949653012684801,none
575948991638142977,575949614349590529,none
575948991638142977,575949560721248256,none
575948991638142977,575949502999228416,none
575948991638142977,575949247876612096,none
575948991638142977,575949203702083584,none
575948632492408832,575949094016843776,none
575947731811766272,575947948351090688,none
575947301442625536,575948627706822657,none
575947107116285952,575948806056890368,none
576591099172679681,576631809175207938,none
576581060202405888,576591170408599552,none
576581060202405888,576591057544032256,none
576581060202405888,576589039899291648,none
576581060202405888,576589030919249920,none
576576001443913728,576669419486638081,none
576517369280921601,576525762787876864,none
562697222195011585,562702951719108609,none
562697222195011585,562697329032306689,none
562700163404562433,563062226756861953,none
562700163404562433,562702975429541888,none
562700163404562433,562701490482315266,none
562700163404562433,562700969004527618,none
562700163404562433,562700894924709890,none
562700163404562433,562700440203456517,none
562701596921200640,562744556610129921,none
562701596921200640,562702838699393026,none
562701596921200640,562702410091880449,none
562701596921200640,562702323840200705,none
562701596921200640,562702307675353088,none
562701596921200640,562701849758031873,none
562703691783110658,562708331824164864,none
562703691783110658,562704471453888512,none
562703691783110658,562704249071886336,none
562703691783110658,562703838407585792,none
562769948238700544,562773043618267137,none
562769948238700544,562772430549450753,none
562769948238700544,562772108074577920,none
562769948238700544,562771879464042498,none
562777641145888768,562880415682551809,none
562777641145888768,562847929137135620,none
562777641145888768,562835477225799680,none
562777641145888768,562817094346366976,none
562777641145888768,562802231221956609,none
562777641145888768,562790477704232964,none
562777641145888768,562788732622106624,none
562777641145888768,562779050239086595,none
562777641145888768,562779036632768515,none
562777641145888768,562779030135775232,none
562777641145888768,562778930105843715,none
562777641145888768,562778755111059456,none
562777641145888768,562778721242071041,none
562777641145888768,562778486159724546,none
562777641145888768,562778461245546499,none
562777641145888768,562778279124676608,none
562777641145888768,562778270874492928,none
562777641145888768,562778257297514497,none
562777641145888768,562778214670802946,none
562777641145888768,562778022894657537,none
562777641145888768,562777954724618241,none
562777641145888768,562777872977641474,none
562777641145888768,562777724620926976,none
562779982926454784,562781168652009472,none
562779982926454784,562780780163006464,none
562781353889255424,562798079905390592,none
562869632995184640,562930648785387520,none
562869632995184640,562890220199501824,none
562869632995184640,562879065980674049,none
562869632995184640,562878020885966848,none
562869632995184640,562872070280081408,none
563026881512226817,563029922311311360,none
563026881512226817,563028109382135810,none
563026881512226817,563027947423272960,none
563026881512226817,563027251630182400,none
563028901803589632,563037745514545154,none
563028901803589632,563035149118758914,none
563028901803589632,563030607530590208,none
563028901803589632,563029291341193216,none
563034338183639040,563220315212230656,none
563034338183639040,563161938629111809,none
563034338183639040,563049539297611776,none
563034338183639040,563049271495520257,none
563034338183639040,563048660767088641,none
563034338183639040,563047274436362240,none
563034338183639040,563037731019051009,none
563034338183639040,563034929425289217,none
563034338183639040,563034929148489729,none
563034338183639040,563034847741231104,none
563034338183639040,563034790728040448,none
563034338183639040,563034619533352961,none
563034338183639040,563034498586398720,none
563038441479634948,563198403791060992,none
563038441479634948,563155269404745728,none
563038441479634948,563042217942867972,none
563038441479634948,563039302482141185,none
563038441479634948,563039241702473729,none
563038441479634948,563038765435068416,none
563038441479634948,563038693053968384,none
563043026415939584,563043766836428800,none
563043026415939584,563043597537513472,none
563043026415939584,563043283358986242,none
563054369730740224,563066086565097472,none
563054369730740224,563061307768074242,none
563054369730740224,563060623387668484,none
563054369730740224,563057131071754240,none
563054369730740224,563056664858091521,none
563054369730740224,563055016471441410,none
563054369730740224,563054717878939648,none
563055392054591488,563066470805282817,none
563055392054591488,563064744706605056,none
563055392054591488,563059785441214464,none
563055392054591488,563056206009626624,none
563055392054591488,563056053802528771,none
563058513350778880,563058924677783552,none
563065356772999168,563068280836218882,none
563076322642362369,563120935692431361,none
563076322642362369,563110923012161537,none
563076322642362369,563078213761781760,none
563076322642362369,563077402306564096,none
563076322642362369,563076708849696768,none
563082741370339330,563098076047736832,none
563082741370339330,563090050368671746,none
563082741370339330,563086381157998592,none
563082741370339330,563086086529110017,none
563082741370339330,563085439255732226,none
563082741370339330,563083422240079873,none
563082741370339330,563082941178601474,none
563084011489480704,563179536196833281,none
563084011489480704,563088745789161472,none
563084011489480704,563088559528509440,none
563084011489480704,563087436826542083,none
563084011489480704,563086192967966720,none
563084011489480704,563086169685389313,none
563084011489480704,563085890286026752,none
563084011489480704,563085860078628865,none
563084011489480704,563085829477007360,none
563084011489480704,563085761688666113,none
563084011489480704,563085551776313345,none
563084011489480704,563085287338037249,none
